,G,Per,Time,Str,Team,Goal Scorer,Assist,Assist.1,Visitor on Ice,Home on Ice,Season,gameId,Visitor Goalie On Ice,Home Goalie On Ice,Visitor,Home,Visitor_Score,Home_Score,Against
19072,7,3,17:44,PP,OTT,19 D.BRASSARD(18),61 M.STONE(35),65 E.KARLSSON(37),"['5', '21', '24', '70', '77']","['18', '19', '61', '65', '68', '95']",2017,20934,True,False,T.B,OTT,4,3,T.B
19076,4,3,18:35,PP,DET,8 J.ABDELKADER(10),51 F.NIELSEN(13),40 H.ZETTERBERG(33),"['6', '28', '40', '55', '90']","['8', '40', '51', '55', '59', '71']",2017,20935,True,False,BUF,DET,2,2,BUF
19237,9,3,19:39,EV,ANA,67 R.RAKELL(24),15 R.GETZLAF(33),10 C.PERRY(23),"['6', '13', '16', '29', '35', '77']","['4', '10', '14', '15', '26', '67']",2017,20962,True,False,EDM,ANA,5,4,EDM
19238,10,3,19:53,EV,ANA,67 R.RAKELL(25),10 C.PERRY(24),38 D.GRANT(10),"['2', '25', '27', '29', '35', '97']","['4', '10', '14', '15', '38', '67']",2017,20962,True,False,EDM,ANA,5,5,EDM
19266,4,3,19:49,EV,L.A,11 A.KOPITAR(26),3 D.PHANEUF(14),8 D.DOUGHTY(35),"['3', '29', '56', '57', '88', '89']","['3', '8', '11', '23', '73', '77']",2017,20968,True,False,VGK,L.A,2,2,VGK
19352,10,3,19:14,EV,VAN,6 B.BOESER(29),9 B.LEIPSIC(13),53 B.HORVAT(17),"['13', '17', '18', '23', '30', '44']","['5', '6', '9', '23', '47', '53']",2017,20982,True,False,NYR,VAN,5,5,NYR
19383,8,3,19:56,EV,DAL,13 M.JANMARK(17),91 T.SEGUIN(24),12 R.FAKSA(15),"['6', '10', '17', '70', '77', '91']","['3', '12', '13', '14', '47', '91']",2017,20986,True,False,T.B,DAL,4,4,T.B
19523,5,2,16:48,EV,EDM,93 R.NUGENT-HOPKINS(17),97 C.MCDAVID(49),2 A.SEKERA(3),"['13', '18', '23', '36', '40', '76']","['2', '13', '46', '83', '93', '97']",2017,21007,True,False,NYR,EDM,3,2,NYR
19584,4,3,18:52,EV,DAL,91 T.SEGUIN(36),13 M.JANMARK(15),2 D.HAMHUIS(18),"['5', '41', '44', '61', '74', '95']","['2', '3', '13', '14', '47', '91']",2017,21017,True,False,OTT,DAL,2,2,OTT
19669,2,1,19:44,EV,VAN,36 J.JOKINEN(2),9 B.LEIPSIC(15),89 S.GAGNER(17),"['14', '15', '35', '44', '48', '55']","['4', '9', '33', '36', '51', '89']",2017,21031,True,False,ARI,VAN,1,1,ARI
19772,1,2,5:40,EV,PHI,28 C.GIROUX(24),51 V.FILPPULA(21),17 W.SIMMONDS(18),"['15', '37', '44', '52', '57', '85']","['3', '12', '17', '23', '28', '51']",2017,21051,True,False,WPG,PHI,0,1,WPG
19810,4,3,18:54,EV,NSH,92 R.JOHANSEN(11),4 R.ELLIS(16),59 R.JOSI(35),"['1', '6', '9', '11', '21', '45']","['4', '10', '22', '33', '59', '92']",2017,21057,True,False,N.J,NSH,2,2,N.J
19878,3,1,12:39,EV,S.J,16 E.FEHR(1),4 B.DILLON(12),74 D.DEMELO(14),"['8', '25', '35', '55', '72', '77']","['4', '8', '16', '20', '23', '74']",2017,21070,True,False,DET,S.J,1,2,DET
19938,10,3,19:44,EV,TOR,12 P.MARLEAU(22),16 M.MARNER(39),51 J.GARDINER(37),"['3', '13', '23', '25', '32', '91']","['12', '16', '25', '42', '44', '51']",2017,21078,True,False,DAL,TOR,5,5,DAL
20057,10,3,14:25,EV,CGY,79 M.FERLAND(21),23 S.MONAHAN(33),27 D.HAMILTON(26),"['8', '23', '31', '36', '47', '88']","['5', '11', '13', '23', '27', '79']",2017,21095,True,False,S.J,CGY,6,4,S.J
20069,5,3,19:04,EV,VGK,40 R.CARPENTER(9),57 D.PERRON(49),56 E.HAULA(23),"['3', '12', '16', '20', '24', '32']","['6', '27', '40', '56', '57', '90']",2017,21097,True,False,MIN,VGK,3,2,MIN
20214,7,3,18:08,PP,NYR,20 C.KREIDER(14),76 B.SKJEI(18),25 R.SPROUL(3),"['7', '10', '27', '38', '72']","['13', '20', '23', '25', '26', '76']",2017,21122,True,False,CBJ,NYR,4,3,CBJ
20466,5,2,2:37,EV,PIT,71 E.MALKIN(42),4 J.SCHULTZ(18),8 B.DUMOULIN(11),"['6', '17', '40', '47', '49', '51']","['4', '8', '17', '59', '71', '87']",2017,21163,True,False,PHI,PIT,2,3,PHI
20611,4,3,18:55,EV,WSH,20 L.ELLER(18),19 N.BACKSTROM(46),92 E.KUZNETSOV(52),"['17', '18', '20', '30', '44', '93']","['8', '19', '20', '74', '77', '92']",2017,21187,True,False,NYR,WSH,2,3,NYR
20691,5,2,10:45,EV,NYI,29 B.NELSON(19),16 A.LADD(16),50 A.PELECH(15),"['12', '16', '22', '31', '43', '51']","['4', '13', '16', '21', '29', '50']",2017,21200,True,False,TOR,NYI,2,3,TOR
20839,11,3,18:55,PP,OTT,95 M.DUCHENE(26),72 T.CHABOT(16),65 E.KARLSSON(53),"['9', '37', '44', '70']","['15', '36', '65', '68', '72', '95']",2017,21224,True,False,WPG,OTT,6,5,WPG
20890,8,3,18:18,PP,MTL,27 A.GALCHENYUK(19),21 D.SCHLEMKO(4),26 J.PETRY(30),"['7', '9', '13', '35', '57']","['11', '21', '26', '27', '41', '92']",2017,21232,True,False,WPG,MTL,4,4,WPG
21038,1,1,6:34,EV,PHI,9 I.PROVOROV(17),14 S.COUTURIER(44),93 J.VORACEK(65),"['20', '30', '46', '58', '72', '93']","['9', '12', '14', '28', '53', '93']",2017,21257,True,False,NYR,PHI,0,1,NYR
21130,8,3,18:50,EV,S.J,28 T.MEIER(21),74 D.DEMELO(20),88 B.BURNS(55),"['14', '16', '22', '39', '40', '47']","['27', '28', '50', '62', '74', '88']",2017,21271,True,False,MIN,S.J,5,3,MIN
21166,5,3,19:25,EV,NYR,89 P.BUCHNEVICH(1),93 M.ZIBANEJAD(1),36 M.ZUCCARELLO(1),"['5', '9', '35', '59', '92']","['20', '22', '36', '89', '93']",2018,20006,True,False,NSH,NYR,3,2,NSH
21181,2,3,18:25,EV,CAR,11 J.STAAL(1),19 D.HAMILTON(1),20 S.AHO(1),"['1', '3', '6', '15', '27', '29']","['11', '14', '19', '20', '74', '79']",2018,20008,True,False,NYI,CAR,1,1,NYI
21320,10,3,18:36,EV,CHI,88 P.KANE(3),28 H.JOKIHARJU(4),8 N.SCHMALTZ(3),"['2', '11', '16', '22', '40', '91']","['2', '8', '15', '20', '28', '88']",2018,20030,True,False,TOR,CHI,5,5,TOR
21322,12,3,19:31,EV,CHI,88 P.KANE(4),28 H.JOKIHARJU(5),8 N.SCHMALTZ(4),"['2', '22', '26', '28', '40', '43']","['2', '8', '15', '19', '28', '88']",2018,20030,True,False,TOR,CHI,6,6,TOR
21490,6,3,19:37,SH,MIN,20 R.SUTER(1),11 Z.PARISE(1),12 E.STAAL(2),"['2', '8', '12', '15', '28', '30']","['11', '12', '16', '20', '24']",2018,20056,True,False,CHI,MIN,3,3,CHI
21501,6,3,11:03,EV,OTT,6 C.WIDEMAN(2),95 M.DUCHENE(4),7 B.TKACHUK(3),"['2', '10', '24', '28', '31', '77']","['6', '7', '15', '61', '67', '95']",2018,20059,True,False,L.A,OTT,1,5,L.A
21696,4,2,15:42,EV,N.J,9 T.HALL(1),6 A.GREENE(2),13 N.HISCHIER(3),"['12', '13', '16', '17', '31', '57']","['6', '9', '12', '13', '21', '90']",2018,20091,True,False,COL,N.J,2,2,COL
21753,10,3,18:35,PP,WSH,19 N.BACKSTROM(2),20 L.ELLER(3),92 E.KUZNETSOV(8),"['3', '5', '16', '39', '90']","['8', '19', '20', '74', '77', '92']",2018,20099,True,False,FLA,WSH,5,5,FLA
21810,6,3,18:44,EV,FLA,68 M.HOFFMAN(2),3 K.YANDLE(6),16 A.BARKOV(4),"['8', '35', '41', '52', '59', '83']","['3', '11', '16', '21', '63', '68']",2018,20108,True,False,DET,FLA,3,4,DET
21853,8,3,16:12,PP,CHI,8 N.SCHMALTZ(1),88 P.KANE(5),7 B.SEABROOK(4),"['6', '17', '27', '70', '71']","['2', '7', '8', '15', '19', '88']",2018,20116,True,False,T.B,CHI,5,3,T.B
21877,8,3,18:20,EV,WPG,18 B.LITTLE(3),33 D.BYFUGLIEN(4),26 B.WHEELER(5),"['7', '19', '20', '21', '27', '34']","['18', '26', '29', '33', '55', '81']",2018,20120,True,False,STL,WPG,4,4,STL
22062,7,3,15:54,PP,NSH,9 F.FORSBERG(10),92 R.JOHANSEN(11),76 P.SUBBAN(7),"['6', '19', '29', '77', '93']","['9', '15', '33', '59', '76', '92']",2018,20150,True,False,EDM,NSH,4,3,EDM
22069,6,3,18:33,EV,CGY,19 M.TKACHUK(4),4 R.ANDERSSON(1),5 M.GIORDANO(8),"['1', '19', '20', '44', '74', '77']","['4', '5', '13', '19', '23', '28']",2018,20151,True,False,WSH,CGY,3,3,WSH
22230,6,3,19:58,EV,S.J,48 T.HERTL(5),39 L.COUTURE(8),28 T.MEIER(5),"['13', '30', '36', '44', '76', '93']","['8', '28', '39', '48', '65', '88']",2018,20177,True,False,NYR,S.J,3,3,NYR
22240,3,3,16:51,PP,TOR,12 P.MARLEAU(2),91 J.TAVARES(7),44 M.RIELLY(12),"['3', '15', '23', '35', '91']","['11', '12', '16', '43', '44', '91']",2018,20179,True,False,DAL,TOR,2,1,DAL
22306,4,3,19:34,EV,ANA,67 R.RAKELL(3),15 R.GETZLAF(8),4 C.FOWLER(6),"['20', '36', '40', '76', '77', '93']","['4', '14', '15', '17', '33', '67']",2018,20189,True,False,NYR,ANA,2,2,NYR
22337,12,3,19:24,EV,VAN,40 E.PETTERSSON(9),53 B.HORVAT(4),6 B.BOESER(6),"['6', '28', '29', '31', '92', '96']","['5', '6', '18', '40', '51', '53']",2018,20193,True,False,COL,VAN,6,6,COL
22368,7,3,18:34,EV,DET,59 T.BERTUZZI(5),71 D.LARKIN(9),14 G.NYQUIST(11),"['4', '19', '25', '91', '93', '97']","['14', '25', '39', '59', '71', '83']",2018,20197,True,False,EDM,DET,4,3,EDM
22403,1,1,12:03,EV,L.A,19 A.IAFALLO(3),23 D.BROWN(1),77 J.CARTER(5),"['3', '8', '9', '13', '18', '72']","['6', '11', '19', '23', '27', '77']",2018,20205,True,False,CBJ,L.A,0,1,CBJ
22419,5,3,15:16,EV,OTT,5 C.CECI(2),71 C.TIERNEY(10),61 M.STONE(9),"['5', '10', '29', '70', '86', '91']","['5', '18', '61', '71', '72', '89']",2018,20207,True,False,T.B,OTT,2,3,T.B
22635,5,3,17:33,EV,BUF,53 J.SKINNER(12),23 S.REINHART(10),55 R.RISTOLAINEN(6),"['5', '8', '21', '25', '26', '40']","['9', '21', '23', '26', '53', '55']",2018,20242,True,False,VAN,BUF,3,2,VAN
22636,6,3,18:13,EV,BUF,23 S.REINHART(2),55 R.RISTOLAINEN(7),26 R.DAHLIN(6),"['5', '8', '21', '25', '26', '53']","['9', '21', '23', '26', '53', '55']",2018,20242,True,False,VAN,BUF,3,3,VAN
22729,6,2,7:54,EV,WPG,27 N.EHLERS(4),55 M.SCHEIFELE(10),26 B.WHEELER(20),"['8', '9', '21', '35', '45', '90']","['8', '26', '27', '55', '57', '81']",2018,20257,True,False,N.J,WPG,2,4,N.J
23194,6,3,19:49,EV,N.J,90 M.JOHANSSON(3),9 T.HALL(16),8 W.BUTCHER(7),"['1', '4', '24', '27', '47', '51']","['8', '9', '13', '19', '21', '90']",2018,20334,True,False,NYI,N.J,3,3,NYI
23207,2,3,19:43,EV,ANA,37 N.RITCHIE(1),67 R.RAKELL(11),28 M.PETTERSSON(3),"['6', '19', '27', '28', '44', '77']","['15', '25', '28', '37', '67', '76']",2018,20337,True,False,EDM,ANA,1,1,EDM
23372,6,3,18:31,EV,FLA,11 J.HUBERDEAU(5),16 A.BARKOV(12),63 E.DADONOV(13),"['1', '19', '20', '21', '45', '74']","['3', '5', '11', '16', '63', '68']",2018,20363,True,False,N.J,FLA,3,3,N.J
23395,11,3,17:48,EV,DET,39 A.MANTHA(9),83 T.DALEY(4),21 D.CHOLOWSKI(8),"['38', '58', '65', '71', '72', '77']","['21', '25', '26', '39', '51', '72']",2018,20366,True,False,CBJ,DET,6,5,CBJ
23404,3,2,3:22,EV,PHI,93 J.VORACEK(6),9 I.PROVOROV(7),21 S.LAUGHTON(2),"['2', '33', '56', '71', '72', '89']","['9', '12', '21', '23', '53', '93']",2018,20368,True,False,OTT,PHI,1,2,OTT
23599,6,3,18:04,EV,N.J,9 T.HALL(8),13 N.HISCHIER(11),21 K.PALMIERI(10),"['8', '26', '27', '30', '44', '55']","['9', '11', '13', '21', '45', '90']",2018,20400,True,False,WPG,N.J,3,3,WPG
23965,6,1,13:39,EV,ANA,26 B.MONTOUR(4),25 O.KASE(5),15 R.GETZLAF(15),"['6', '20', '28', '35', '37', '44']","['14', '15', '20', '25', '26', '76']",2018,20458,True,False,N.J,ANA,3,3,N.J
24070,10,3,18:53,EV,COL,92 G.LANDESKOG(19),96 M.RANTANEN(39),29 N.MACKINNON(27),"['5', '6', '19', '29', '83', '93']","['17', '22', '29', '49', '92', '96']",2018,20474,True,False,EDM,COL,6,4,EDM
24093,9,3,18:52,EV,CGY,4 R.ANDERSSON(1),13 J.GAUDREAU(29),19 M.TKACHUK(23),"['3', '8', '12', '14', '41', '93']","['4', '5', '13', '19', '23', '28']",2018,20477,True,False,PHI,CGY,5,4,PHI
24094,10,3,19:53,EV,CGY,23 S.MONAHAN(20),19 M.TKACHUK(24),5 M.GIORDANO(27),"['9', '14', '22', '28', '41', '47']","['4', '5', '13', '19', '23', '28']",2018,20477,True,False,PHI,CGY,5,5,PHI
24209,6,3,19:52,EV,CHI,56 E.GUSTAFSSON(6),2 D.KEITH(16),19 J.TOEWS(14),"['8', '26', '30', '44', '55', '85']","['2', '12', '17', '19', '56', '88']",2018,20493,True,False,WPG,CHI,3,3,WPG
24270,1,1,4:13,EV,VAN,8 C.TANEV(1),77 N.GOLDOBIN(15),53 B.HORVAT(15),"['6', '9', '14', '17', '41', '93']","['6', '8', '18', '23', '53', '77']",2018,20504,True,False,PHI,VAN,0,1,PHI
24501,7,3,18:50,EV,PHI,25 J.VAN RIEMSDYK(5),93 J.VORACEK(18),17 W.SIMMONDS(5),"['8', '9', '13', '18', '58', '72']","['14', '17', '25', '28', '53', '93']",2018,20546,True,False,CBJ,PHI,4,3,CBJ
24519,4,3,19:29,EV,S.J,8 J.PAVELSKI(23),88 B.BURNS(31),65 E.KARLSSON(24),"['8', '11', '19', '24', '32', '73']","['8', '28', '39', '48', '65', '88']",2018,20550,True,False,L.A,S.J,2,2,L.A
24594,8,3,19:52,EV,TOR,91 J.TAVARES(24),51 J.GARDINER(20),,"['8', '41', '45', '51', '55', '83']","['16', '34', '43', '44', '51', '91']",2018,20563,True,False,DET,TOR,4,4,DET
24619,6,3,17:05,EV,BOS,37 P.BERGERON(12),74 J.DEBRUSK(3),,"['12', '19', '20', '23', '29', '45']","['37', '46', '47', '63', '74', '88']",2018,20567,True,False,N.J,BOS,4,2,N.J
24645,7,2,19:51,EV,T.B,9 T.JOHNSON(17),86 N.KUCHEROV(44),91 S.STAMKOS(21),"['3', '12', '21', '22', '30', '47']","['6', '9', '21', '77', '86', '91']",2018,20571,True,False,PHI,T.B,2,5,PHI
24693,7,3,18:44,PP,FLA,3 K.YANDLE(6),68 M.HOFFMAN(18),16 A.BARKOV(22),"['6', '8', '37', '41', '65']","['3', '11', '16', '63', '68', '95']",2018,20580,True,False,MTL,FLA,4,3,MTL
24783,4,2,18:21,EV,COL,29 N.MACKINNON(23),12 P.NEMETH(4),10 S.ANDRIGHETTO(3),"['5', '11', '40', '60', '63', '64']","['10', '12', '13', '29', '49', '92']",2018,20595,True,False,CHI,COL,2,2,CHI
24853,4,3,18:10,EV,COL,34 C.SODERBERG(11),4 T.BARRIE(22),92 G.LANDESKOG(21),"['6', '7', '9', '14', '32', '44']","['4', '29', '34', '37', '92', '96']",2018,20607,True,False,L.A,COL,2,2,L.A
24900,6,3,19:10,EV,OTT,61 M.STONE(19),18 R.DZINGEL(14),95 M.DUCHENE(24),"['8', '23', '25', '26', '53', '83']","['2', '9', '18', '61', '86', '95']",2018,20615,True,False,VAN,OTT,3,3,VAN
25071,7,3,18:27,EV,STL,90 R.O'REILLY(16),57 D.PERRON(15),91 V.TARASENKO(12),"['3', '12', '29', '40', '47', '55']","['12', '15', '55', '57', '90', '91']",2018,20642,True,False,NYI,STL,4,3,NYI
25139,7,3,19:31,PP,CHI,20 B.SAAD(12),15 A.ANISIMOV(13),2 D.KEITH(18),"['5', '24', '28', '33', '77']","['2', '7', '15', '20', '24', '88']",2018,20655,True,False,CGY,CHI,4,3,CGY
25252,2,2,8:51,EV,PHI,25 J.VAN RIEMSDYK(7),28 C.GIROUX(34),14 S.COUTURIER(17),"['13', '23', '35', '45', '47', '91']","['9', '14', '25', '28', '53', '93']",2018,20674,True,False,DAL,PHI,0,2,DAL
25280,6,3,19:52,EV,EDM,97 C.MCDAVID(26),29 L.DRAISAITL(31),,"['5', '7', '11', '16', '19', '34']","['25', '29', '39', '82', '93', '97']",2018,20679,True,False,FLA,EDM,3,3,FLA
25355,2,3,18:54,EV,WSH,92 E.KUZNETSOV(8),74 J.CARLSON(36),8 A.OVECHKIN(18),"['3', '38', '65', '70', '71', '77']","['8', '19', '43', '74', '77', '92']",2018,20692,True,False,CBJ,WSH,1,1,CBJ
25443,4,3,19:22,PP,BOS,46 D.KREJCI(10),63 B.MARCHAND(32),88 D.PASTRNAK(28),"['6', '8', '24', '31', '62']","['37', '46', '47', '63', '74', '88']",2018,20705,True,False,MTL,BOS,2,2,MTL
25542,4,2,3:39,EV,S.J,19 J.THORNTON(10),8 J.PAVELSKI(14),51 R.SIMEK(5),"['8', '17', '30', '58', '59', '87']","['8', '19', '20', '48', '51', '88']",2018,20720,True,False,PIT,S.J,1,3,PIT
25617,3,3,18:56,EV,DAL,23 E.LINDELL(7),47 A.RADULOV(26),3 J.KLINGBERG(17),"['8', '9', '24', '36', '62', '73']","['3', '14', '23', '47', '90', '91']",2018,20732,True,False,L.A,DAL,2,1,L.A
25660,5,3,19:04,EV,N.J,63 J.BRATT(4),8 W.BUTCHER(15),,"['14', '15', '26', '36', '37', '47']","['8', '18', '20', '21', '37', '63']",2018,20740,True,False,ANA,N.J,3,2,ANA
25824,5,3,17:34,EV,EDM,83 M.BENNING(2),29 L.DRAISAITL(34),97 C.MCDAVID(44),"['3', '8', '35', '43', '65', '71']","['4', '29', '39', '83', '93', '97']",2018,20764,True,False,DET,EDM,3,2,DET
25882,2,1,3:17,EV,CBJ,18 P.DUBOIS(18),27 R.MURRAY(22),13 C.ATKINSON(22),"['19', '21', '22', '28', '40', '55']","['9', '13', '18', '27', '65', '71']",2018,20775,True,False,BUF,CBJ,1,1,BUF
26005,5,3,17:23,EV,CBJ,18 P.DUBOIS(19),9 A.PANARIN(39),13 C.ATKINSON(23),"['4', '10', '27', '50', '90', '91']","['9', '13', '18', '27', '28', '65']",2018,20796,True,False,STL,CBJ,3,2,STL
26056,7,3,19:05,EV,CAR,20 S.AHO(24),79 M.FERLAND(14),19 D.HAMILTON(12),"['6', '7', '10', '21', '33']","['19', '20', '21', '37', '79']",2018,20804,True,False,CGY,CAR,4,3,CGY
26181,10,3,19:04,EV,BUF,53 J.SKINNER(33),23 S.REINHART(36),9 J.EICHEL(40),"['20', '21', '35', '44', '74', '86']","['9', '23', '26', '53', '55', '71']",2018,20823,True,False,CAR,BUF,5,5,CAR
26194,4,3,19:42,EV,PHI,93 J.VORACEK(13),28 C.GIROUX(42),53 S.GOSTISBEHERE(17),"['8', '11', '19', '23', '24', '32']","['14', '17', '25', '28', '53', '93']",2018,20826,True,False,L.A,PHI,2,2,L.A
26220,7,3,19:57,EV,DET,26 T.VANEK(11),27 M.RASMUSSEN(8),71 D.LARKIN(29),"['5', '26', '27', '29', '41', '67']","['14', '25', '26', '27', '55', '71']",2018,20830,True,False,VGK,DET,4,3,VGK
