,assists,decision,evenSaves,evenShotsAgainst,evenStrengthSavePercentage,game_id,goals,pim,powerPlaySavePercentage,powerPlaySaves,powerPlayShotsAgainst,savePercentage,saves,shortHandedSavePercentage,shortHandedSaves,shortHandedShotsAgainst,shots,timeOnIce
244,0,W,23,25,92.0,020116,0,2,90.0,9,10,91.66666666666666,33,100.0,1,1,36,60:00
245,0,L,32,33,96.96969696969697,020117,0,0,81.81818181818183,9,11,93.18181818181817,41,,0,0,44,58:43
246,0,W,20,22,90.9090909090909,020117,0,0,100.0,5,5,92.85714285714286,26,100.0,1,1,28,59:37
247,0,L,22,24,91.66666666666666,020118,0,0,83.33333333333334,5,6,90.625,29,100.0,2,2,32,59:14
248,0,W,29,30,96.66666666666667,020118,0,0,100.0,7,7,97.36842105263158,37,100.0,1,1,38,60:00
249,0,L,34,34,100.0,020119,0,0,50.0,2,4,94.73684210526315,36,,0,0,38,58:20
250,0,W,15,16,93.75,020119,0,0,100.0,5,5,95.23809523809523,20,,0,0,21,60:00
251,0,L,25,29,86.20689655172413,020120,0,0,85.71428571428571,6,7,86.11111111111111,31,,0,0,36,62:27
252,0,W,20,23,86.95652173913044,020120,0,0,88.88888888888889,8,9,88.23529411764706,30,100.0,2,2,34,62:19
253,0,W,18,19,94.73684210526315,020121,0,0,75.0,3,4,91.66666666666666,22,100.0,1,1,24,59:47
254,0,L,22,24,91.66666666666666,020121,0,0,71.42857142857143,5,7,87.5,28,100.0,1,1,32,59:36
255,0,,2,2,100.0,020122,0,0,,0,0,100.0,2,,0,0,2,16:50
256,0,L,8,9,88.88888888888889,020122,0,0,75.0,6,8,78.94736842105263,15,50.0,1,2,19,41:27
257,0,W,29,30,96.66666666666667,020122,0,0,83.33333333333334,5,6,94.73684210526315,36,100.0,2,2,38,60:00
258,0,W,31,32,96.875,020123,0,0,100.0,2,2,97.22222222222221,35,100.0,2,2,36,60:00
259,0,L,21,24,87.5,020123,0,0,50.0,1,2,84.61538461538461,22,,0,0,26,60:00
260,0,W,16,18,88.88888888888889,020124,0,0,100.0,4,4,91.30434782608695,21,100.0,1,1,23,60:00
261,0,L,27,28,96.42857142857143,020124,0,0,80.0,8,10,92.5,37,100.0,2,2,40,58:54
262,0,L,25,27,92.5925925925926,020125,0,0,60.0,3,5,87.5,28,,0,0,32,60:00
263,0,W,23,23,100.0,020125,0,0,93.75,15,16,97.43589743589743,38,,0,0,39,60:00
264,0,W,18,22,81.81818181818183,020126,0,0,100.0,5,5,86.20689655172413,25,100.0,2,2,29,60:00
265,0,L,18,20,90.0,020126,0,0,81.81818181818183,9,11,84.375,27,0.0,0,1,32,58:05
266,0,W,16,17,94.11764705882352,020127,0,0,100.0,8,8,96.0,24,,0,0,25,60:00
267,0,L,25,26,96.15384615384616,020127,0,0,88.88888888888889,8,9,94.5945945945946,35,100.0,2,2,37,58:23
268,0,L,17,20,85.0,020128,0,0,66.66666666666666,2,3,82.6086956521739,19,,0,0,23,56:54
269,0,W,27,29,93.10344827586206,020128,0,0,100.0,3,3,93.93939393939394,31,100.0,1,1,33,60:00
270,0,L,20,25,80.0,020129,0,0,75.0,3,4,80.64516129032258,25,100.0,2,2,31,62:02
271,0,W,36,39,92.3076923076923,020129,0,0,71.42857142857143,5,7,89.13043478260869,41,,0,0,46,62:12
272,0,W,19,20,95.0,020130,0,0,50.0,1,2,90.9090909090909,20,,0,0,22,60:33
273,0,L,27,28,96.42857142857143,020130,0,0,83.33333333333334,10,12,92.6829268292683,38,100.0,1,1,41,60:26
274,0,W,34,35,97.14285714285714,020131,0,0,80.0,4,5,95.0,38,,0,0,40,60:00
275,0,L,30,34,88.23529411764706,020131,0,0,100.0,3,3,89.74358974358975,35,100.0,2,2,39,57:37
276,0,L,15,15,100.0,020132,0,0,87.5,7,8,95.83333333333334,23,100.0,1,1,24,58:27
277,0,W,13,13,100.0,020132,0,0,100.0,9,9,100.0,22,,0,0,22,60:00
278,0,L,22,24,91.66666666666666,020133,0,0,100.0,1,1,92.3076923076923,24,100.0,1,1,26,64:54
279,0,W,30,32,93.75,020133,0,0,100.0,3,3,94.28571428571428,33,,0,0,35,65:00
280,1,W,19,19,100.0,020134,0,0,100.0,6,6,100.0,26,100.0,1,1,26,60:00
281,0,L,15,16,93.75,020134,0,0,85.71428571428571,6,7,91.66666666666666,22,100.0,1,1,24,59:14
282,1,L,31,33,93.93939393939394,020135,0,0,77.77777777777779,7,9,90.47619047619048,38,,0,0,42,59:06
283,0,W,15,18,83.33333333333334,020135,0,0,100.0,4,4,86.36363636363636,19,,0,0,22,60:00
284,0,L,27,30,90.0,020136,0,0,83.33333333333334,5,6,88.88888888888889,32,,0,0,36,63:35
285,0,W,28,30,93.33333333333333,020136,0,0,80.0,4,5,91.66666666666666,33,100.0,1,1,36,63:32
286,0,L,8,10,80.0,020137,0,0,0.0,0,1,72.72727272727273,8,,0,0,11,31:02
287,0,,14,17,82.35294117647058,020137,0,0,75.0,3,4,80.95238095238095,17,,0,0,21,28:58
288,0,W,30,33,90.9090909090909,020137,0,0,66.66666666666666,2,3,89.1891891891892,33,100.0,1,1,37,59:56
289,1,W,17,18,94.44444444444444,020138,0,0,100.0,5,5,95.83333333333334,23,100.0,1,1,24,59:46
290,0,L,18,20,90.0,020138,0,0,100.0,4,4,91.66666666666666,22,,0,0,24,58:21
291,0,L,22,25,88.0,020139,0,0,100.0,9,9,91.66666666666666,33,100.0,2,2,36,58:46
292,1,W,15,16,93.75,020139,0,0,100.0,3,3,94.73684210526315,18,,0,0,19,59:45
293,0,W,18,20,90.0,020140,0,2,100.0,4,4,92.0,23,100.0,1,1,25,60:00
294,0,L,32,37,86.48648648648648,020140,0,0,100.0,4,4,87.8048780487805,36,,0,0,41,60:00
295,0,L,14,19,73.68421052631578,020141,0,0,0.0,0,1,71.42857142857143,15,100.0,1,1,21,29:19
296,0,W,26,27,96.29629629629629,020141,0,0,100.0,12,12,97.43589743589743,38,,0,0,39,60:00
297,0,,9,11,81.81818181818183,020141,0,0,50.0,1,2,80.0,12,100.0,2,2,15,30:41
298,0,L,25,26,96.15384615384616,020142,0,0,75.0,3,4,90.32258064516128,28,0.0,0,1,31,58:25
299,1,W,26,27,96.29629629629629,020142,0,0,,0,0,96.875,31,100.0,5,5,32,60:00
300,0,L,21,23,91.30434782608695,020143,0,0,100.0,3,3,89.65517241379311,26,66.66666666666666,2,3,29,59:53
301,0,W,24,25,96.0,020143,0,0,100.0,2,2,96.42857142857143,27,100.0,1,1,28,60:00
302,0,L,13,15,86.66666666666667,020144,0,0,85.71428571428571,6,7,86.95652173913044,20,100.0,1,1,23,57:15
303,0,W,23,24,95.83333333333334,020144,0,0,83.33333333333334,5,6,93.54838709677419,29,100.0,1,1,31,60:00
304,0,L,29,30,96.66666666666667,020145,0,0,90.0,9,10,95.0,38,,0,0,40,58:37
305,0,W,22,22,100.0,020145,0,0,75.0,3,4,96.42857142857143,27,100.0,2,2,28,59:44
306,0,W,20,21,95.23809523809523,020146,0,0,0.0,0,2,86.95652173913044,20,,0,0,23,65:00
307,0,L,34,37,91.8918918918919,020146,0,0,100.0,2,2,92.6829268292683,38,100.0,2,2,41,64:56
308,0,L,24,28,85.71428571428571,020147,0,0,75.0,6,8,83.78378378378379,31,100.0,1,1,37,60:00
309,0,W,19,22,86.36363636363636,020147,0,0,100.0,1,1,87.5,21,100.0,1,1,24,60:00
310,0,L,20,23,86.95652173913044,020148,0,0,100.0,3,3,88.46153846153845,23,,0,0,26,57:07
311,0,W,26,28,92.85714285714286,020148,0,0,100.0,7,7,94.5945945945946,35,100.0,2,2,37,60:00
312,0,L,10,15,66.66666666666666,020149,0,0,83.33333333333334,5,6,72.72727272727273,16,100.0,1,1,22,60:00
313,0,W,21,22,95.45454545454545,020149,0,0,,0,0,95.65217391304348,22,100.0,1,1,23,59:39
314,0,W,17,18,94.44444444444444,020150,0,0,75.0,6,8,88.88888888888889,24,100.0,1,1,27,58:59
315,0,L,22,25,88.0,020150,0,0,88.88888888888889,8,9,88.23529411764706,30,,0,0,34,56:40
316,0,L,22,24,91.66666666666666,020151,0,0,66.66666666666666,2,3,88.88888888888889,24,,0,0,27,63:56
317,0,W,24,26,92.3076923076923,020151,0,0,75.0,3,4,90.0,27,,0,0,30,65:00
318,0,W,27,27,100.0,020152,0,0,100.0,6,6,100.0,33,,0,0,33,59:53
319,0,L,17,19,89.47368421052632,020152,0,2,100.0,2,2,90.9090909090909,20,100.0,1,1,22,57:30
320,0,W,19,20,95.0,020153,0,0,75.0,3,4,91.66666666666666,22,,0,0,24,60:00
321,0,L,25,28,89.28571428571429,020153,0,0,100.0,3,3,90.32258064516128,28,,0,0,31,58:42
322,0,W,27,30,90.0,020154,0,0,87.5,7,8,89.47368421052632,34,,0,0,38,60:31
323,0,L,25,30,83.33333333333334,020154,0,0,100.0,4,4,86.48648648648648,32,100.0,3,3,37,60:27
324,0,L,23,27,85.18518518518519,020155,0,0,77.77777777777779,7,9,83.33333333333334,30,,0,0,36,58:22
325,0,,5,5,100.0,020155,0,0,,0,0,100.0,5,,0,0,5,21:01
326,0,W,15,18,83.33333333333334,020155,0,0,100.0,1,1,84.21052631578947,16,,0,0,19,38:59
327,0,W,17,19,89.47368421052632,020156,0,0,100.0,10,10,93.75,30,100.0,3,3,32,59:55
328,0,L,17,18,94.44444444444444,020156,0,0,88.88888888888889,8,9,92.5925925925926,25,,0,0,27,57:44
329,0,L,14,19,73.68421052631578,020157,0,0,100.0,5,5,76.66666666666667,23,66.66666666666666,4,6,30,60:00
330,1,W,27,27,100.0,020157,0,0,0.0,0,1,96.7741935483871,30,100.0,3,3,31,60:00
331,0,L,26,31,83.87096774193549,020158,0,0,100.0,2,2,85.71428571428571,30,100.0,2,2,35,60:00
332,0,W,23,23,100.0,020158,0,2,100.0,4,4,100.0,29,100.0,2,2,29,60:00
333,0,L,30,32,93.75,020159,0,0,75.0,6,8,90.0,36,,0,0,40,59:20
334,0,W,19,22,86.36363636363636,020159,0,0,100.0,3,3,88.0,22,,0,0,25,60:00
335,0,L,16,19,84.21052631578947,020160,0,0,100.0,3,3,86.36363636363636,19,,0,0,22,58:54
336,0,W,28,30,93.33333333333333,020160,0,0,,0,0,93.33333333333333,28,,0,0,30,60:00
337,0,W,27,28,96.42857142857143,020161,0,0,100.0,9,9,97.43589743589743,38,100.0,2,2,39,60:00
338,0,L,16,17,94.11764705882352,020161,0,0,50.0,1,2,90.0,18,100.0,1,1,20,58:09
339,0,L,20,22,90.9090909090909,020162,0,0,100.0,3,3,92.3076923076923,24,100.0,1,1,26,60:44
340,0,W,30,30,100.0,020162,0,0,50.0,1,2,96.875,31,,0,0,32,60:44
341,0,L,36,39,92.3076923076923,020163,0,0,92.85714285714286,13,14,92.45283018867924,49,,0,0,53,62:19
342,0,W,16,18,88.88888888888889,020163,0,0,0.0,0,1,86.36363636363636,19,100.0,3,3,22,62:24
343,0,W,23,26,88.46153846153845,020164,0,0,100.0,3,3,90.0,27,100.0,1,1,30,62:12
344,0,L,39,43,90.69767441860465,020164,0,0,100.0,5,5,91.83673469387756,45,100.0,1,1,49,62:12
345,0,W,19,19,100.0,020165,0,0,83.33333333333334,5,6,96.0,24,,0,0,25,59:54
346,0,L,26,27,96.29629629629629,020165,0,0,83.33333333333334,5,6,93.93939393939394,31,,0,0,33,58:27
347,0,L,22,25,88.0,020166,0,0,80.0,4,5,86.66666666666667,26,,0,0,30,58:08
348,0,W,27,28,96.42857142857143,020166,0,0,90.0,9,10,94.87179487179486,37,100.0,1,1,39,60:00
349,0,L,29,31,93.54838709677419,020167,0,0,100.0,7,7,94.73684210526315,36,,0,0,38,62:40
350,0,W,22,23,95.65217391304348,020167,0,0,100.0,6,6,96.55172413793103,28,,0,0,29,61:07
351,0,,8,9,88.88888888888889,020168,0,0,100.0,4,4,92.3076923076923,12,,0,0,13,20:00
352,0,W,18,20,90.0,020168,0,0,100.0,3,3,92.0,23,100.0,2,2,25,40:00
353,0,L,3,6,50.0,020168,0,0,66.66666666666666,2,3,55.55555555555556,5,,0,0,9,31:56
354,0,,12,14,85.71428571428571,020168,0,0,100.0,2,2,87.5,14,,0,0,16,24:05
355,0,W,34,34,100.0,020169,0,0,71.42857142857143,5,7,95.45454545454545,42,100.0,3,3,44,60:00
356,0,L,19,20,95.0,020169,0,0,71.42857142857143,5,7,90.32258064516128,28,100.0,4,4,31,57:39
357,0,W,29,32,90.625,020170,0,0,100.0,4,4,91.8918918918919,34,100.0,1,1,37,60:00
358,0,L,21,22,95.45454545454545,020170,0,0,,0,0,95.83333333333334,23,100.0,2,2,24,45:24
359,0,,4,5,80.0,020170,0,0,0.0,0,1,57.14285714285714,4,0.0,0,1,7,13:02
360,0,L,15,16,93.75,020171,0,0,75.0,3,4,85.71428571428571,18,0.0,0,1,21,59:38
361,0,W,29,30,96.66666666666667,020171,0,0,100.0,1,1,97.14285714285714,34,100.0,4,4,35,59:53
362,0,,5,6,83.33333333333334,020172,0,0,,0,0,83.33333333333334,5,,0,0,6,14:58
363,0,L,28,33,84.84848484848484,020172,0,0,60.0,3,5,81.57894736842105,31,,0,0,38,45:02
364,0,W,23,25,92.0,020172,0,0,80.0,4,5,90.0,27,,0,0,30,59:46
365,0,L,17,20,85.0,020173,0,0,100.0,4,4,89.28571428571429,25,100.0,4,4,28,59:43
366,0,W,18,18,100.0,020173,0,0,83.33333333333334,5,6,95.83333333333334,23,,0,0,24,59:28
367,0,W,27,30,90.0,020174,0,0,100.0,7,7,91.8918918918919,34,,0,0,37,60:00
368,0,L,20,21,95.23809523809523,020174,0,0,57.14285714285714,4,7,85.71428571428571,24,,0,0,28,58:14
369,0,,21,22,95.45454545454545,020175,0,0,0.0,0,1,91.66666666666666,22,100.0,1,1,24,44:28
370,0,L,8,10,80.0,020175,0,0,,0,0,72.72727272727273,8,0.0,0,1,11,15:30
371,0,W,20,21,95.23809523809523,020175,0,0,100.0,4,4,96.15384615384616,25,100.0,1,1,26,59:19
372,0,L,26,28,92.85714285714286,020176,0,0,85.71428571428571,6,7,91.66666666666666,33,100.0,1,1,36,59:09
373,0,W,16,17,94.11764705882352,020176,0,0,80.0,4,5,92.0,23,100.0,3,3,25,60:00
374,0,W,30,33,90.9090909090909,020177,0,0,100.0,1,1,91.17647058823529,31,,0,0,34,65:00
375,0,L,30,33,90.9090909090909,020177,0,0,100.0,3,3,91.8918918918919,34,100.0,1,1,37,63:01
376,0,L,16,20,80.0,020178,0,0,100.0,8,8,85.71428571428571,24,,0,0,28,57:36
377,0,W,22,23,95.65217391304348,020178,0,0,50.0,1,2,92.3076923076923,24,100.0,1,1,26,60:00
378,0,W,19,19,100.0,020179,0,0,91.66666666666666,11,12,96.875,31,100.0,1,1,32,60:00
379,0,L,13,15,86.66666666666667,020179,0,0,100.0,3,3,89.47368421052632,17,100.0,1,1,19,57:20
380,0,L,20,21,95.23809523809523,020180,0,0,83.33333333333334,10,12,91.42857142857143,32,100.0,2,2,35,57:35
381,0,W,25,26,96.15384615384616,020180,0,0,91.66666666666666,11,12,94.73684210526315,36,,0,0,38,59:57
382,0,W,25,25,100.0,020181,0,0,66.66666666666666,4,6,93.54838709677419,29,,0,0,31,64:59
383,0,L,23,24,95.83333333333334,020181,0,0,100.0,1,1,92.3076923076923,24,0.0,0,1,26,64:55
384,0,W,23,27,85.18518518518519,020182,0,0,,0,0,87.09677419354838,27,100.0,4,4,31,60:00
385,0,L,34,39,87.17948717948718,020182,0,0,100.0,2,2,88.37209302325581,38,100.0,2,2,43,59:58
386,0,W,33,34,97.05882352941177,020183,0,0,92.3076923076923,12,13,95.83333333333334,46,100.0,1,1,48,59:37
387,0,L,18,19,94.73684210526315,020183,0,0,83.33333333333334,10,12,90.32258064516128,28,,0,0,31,58:42
388,0,W,19,20,95.0,020184,0,0,75.0,6,8,89.28571428571429,25,,0,0,28,60:00
389,0,L,23,23,100.0,020184,0,0,60.0,3,5,90.0,27,50.0,1,2,30,59:08
390,0,W,38,39,97.43589743589743,020185,0,0,100.0,4,4,97.67441860465115,42,,0,0,43,60:00
391,0,L,19,22,86.36363636363636,020185,0,0,100.0,1,1,86.95652173913044,20,,0,0,23,59:44
392,0,L,18,22,81.81818181818183,020186,0,0,66.66666666666666,2,3,80.76923076923077,21,100.0,1,1,26,56:59
393,0,W,24,26,92.3076923076923,020186,0,0,83.33333333333334,5,6,91.17647058823529,31,100.0,2,2,34,60:00
394,0,W,20,23,86.95652173913044,020187,0,0,50.0,1,2,80.76923076923077,21,0.0,0,1,26,59:56
395,0,L,26,31,83.87096774193549,020187,0,0,83.33333333333334,5,6,83.78378378378379,31,,0,0,37,57:11
396,0,L,21,23,91.30434782608695,020188,0,0,75.0,3,4,86.20689655172413,25,50.0,1,2,29,59:55
397,0,W,31,31,100.0,020188,0,0,100.0,6,6,100.0,40,100.0,3,3,40,60:00
398,0,L,19,20,95.0,020189,0,0,75.0,3,4,91.66666666666666,22,,0,0,24,63:07
399,0,W,25,26,96.15384615384616,020189,0,0,66.66666666666666,2,3,93.33333333333333,28,100.0,1,1,30,65:00
400,1,W,20,21,95.23809523809523,020190,0,0,80.0,4,5,92.5925925925926,25,100.0,1,1,27,60:00
401,0,L,23,27,85.18518518518519,020190,0,0,100.0,2,2,86.66666666666667,26,100.0,1,1,30,59:41
402,0,W,40,41,97.5609756097561,020191,0,0,100.0,4,4,97.77777777777777,44,,0,0,45,60:00
403,0,L,22,25,88.0,020191,0,0,100.0,1,1,88.46153846153845,23,,0,0,26,58:20
404,0,W,30,31,96.7741935483871,020192,0,0,50.0,1,2,94.11764705882352,32,100.0,1,1,34,59:15
405,0,L,17,18,94.44444444444444,020192,0,0,62.5,5,8,84.61538461538461,22,,0,0,26,58:16
406,0,W,19,24,79.16666666666666,020193,0,0,80.0,4,5,79.3103448275862,23,,0,0,29,64:11
407,0,L,23,28,82.14285714285714,020193,0,0,75.0,6,8,81.08108108108108,30,100.0,1,1,37,64:38
408,0,L,17,19,89.47368421052632,020194,0,0,0.0,0,1,84.0,21,80.0,4,5,25,61:15
409,0,W,39,42,92.85714285714286,020194,0,0,100.0,9,9,94.11764705882352,48,,0,0,51,61:17
410,0,L,7,10,70.0,020195,0,0,,0,0,70.0,7,,0,0,10,14:25
411,0,,14,19,73.68421052631578,020195,0,0,91.66666666666666,11,12,80.64516129032258,25,,0,0,31,45:35
412,0,W,25,27,92.5925925925926,020195,0,0,100.0,2,2,93.10344827586206,27,,0,0,29,60:00
413,0,L,27,31,87.09677419354838,020196,0,0,100.0,4,4,88.88888888888889,32,100.0,1,1,36,60:00
414,0,W,29,30,96.66666666666667,020196,0,0,100.0,5,5,97.14285714285714,34,,0,0,35,60:00
415,0,L,33,37,89.1891891891892,020197,0,0,100.0,3,3,90.47619047619048,38,100.0,2,2,42,57:43
416,0,W,21,24,87.5,020197,0,0,100.0,2,2,88.46153846153845,23,,0,0,26,59:34
417,0,W,26,26,100.0,020198,0,0,100.0,7,7,100.0,35,100.0,2,2,35,60:00
418,0,L,24,25,96.0,020198,0,0,85.71428571428571,6,7,93.75,30,,0,0,32,57:24
419,0,W,24,24,100.0,020199,0,0,100.0,5,5,100.0,31,100.0,2,2,31,59:56
420,0,L,17,20,85.0,020199,0,0,83.33333333333334,5,6,83.87096774193549,26,80.0,4,5,31,56:47
421,0,,2,2,100.0,020199,0,0,,0,0,100.0,2,,0,0,2,3:13
422,0,W,26,28,92.85714285714286,020200,0,0,66.66666666666666,2,3,90.625,29,100.0,1,1,32,62:59
423,0,L,31,35,88.57142857142857,020200,0,2,100.0,1,1,89.1891891891892,33,100.0,1,1,37,63:12
424,0,W,15,15,100.0,020201,0,0,0.0,0,1,93.75,15,,0,0,16,60:00
425,0,L,27,32,84.375,020201,0,0,100.0,13,13,88.88888888888889,40,,0,0,45,60:00
426,0,L,32,33,96.96969696969697,020202,0,0,100.0,6,6,97.5,39,100.0,1,1,40,57:43
427,0,W,20,20,100.0,020202,0,0,100.0,5,5,100.0,26,100.0,1,1,26,59:58
428,0,L,28,31,90.32258064516128,020203,0,0,88.88888888888889,8,9,90.0,36,,0,0,40,58:09
429,0,W,12,14,85.71428571428571,020203,0,2,0.0,0,1,80.0,12,,0,0,15,60:00
430,0,W,28,28,100.0,020204,0,0,100.0,3,3,100.0,34,100.0,3,3,34,60:00
431,0,L,19,22,86.36363636363636,020204,0,0,100.0,3,3,88.0,22,,0,0,25,56:51
432,0,L,21,22,95.45454545454545,020205,0,0,66.66666666666666,2,3,86.20689655172413,25,50.0,2,4,29,59:43
433,0,W,22,23,95.65217391304348,020205,0,0,100.0,2,2,96.29629629629629,26,100.0,2,2,27,59:31
434,0,W,17,20,85.0,020206,0,0,100.0,5,5,88.0,22,,0,0,25,60:13
435,0,L,22,25,88.0,020206,0,0,87.5,7,8,88.57142857142857,31,100.0,2,2,35,60:13
436,0,L,38,41,92.6829268292683,020207,0,0,75.0,3,4,91.11111111111111,41,,0,0,45,59:36
437,0,W,16,17,94.11764705882352,020207,0,0,50.0,2,4,88.0,22,100.0,4,4,25,58:54
438,0,W,25,26,96.15384615384616,020208,0,0,100.0,14,14,97.5,39,,0,0,40,60:00
439,0,L,18,20,90.0,020208,0,0,100.0,1,1,90.47619047619048,19,,0,0,21,58:06
440,0,W,14,16,87.5,020209,0,0,100.0,8,8,92.3076923076923,24,100.0,2,2,26,60:33
441,0,L,19,22,86.36363636363636,020209,0,0,100.0,6,6,90.0,27,100.0,2,2,30,59:57
442,0,L,28,28,100.0,020210,0,0,71.42857142857143,5,7,94.28571428571428,33,,0,0,35,64:29
443,0,W,21,21,100.0,020210,0,0,100.0,3,3,96.0,24,0.0,0,1,25,64:29
444,0,L,29,31,93.54838709677419,020211,0,0,75.0,3,4,91.42857142857143,32,,0,0,35,65:00
445,0,W,17,20,85.0,020211,0,0,100.0,4,4,87.5,21,,0,0,24,64:51
446,0,W,29,30,96.66666666666667,020212,0,0,100.0,5,5,97.22222222222221,35,100.0,1,1,36,60:00
447,0,L,21,23,91.30434782608695,020212,0,0,33.33333333333333,1,3,85.18518518518519,23,100.0,1,1,27,40:00
448,0,,11,12,91.66666666666666,020212,0,0,,0,0,91.66666666666666,11,,0,0,12,20:00
449,0,L,19,22,86.36363636363636,020213,0,0,0.0,0,1,82.6086956521739,19,,0,0,23,57:45
450,0,W,26,27,96.29629629629629,020213,0,0,83.33333333333334,5,6,93.93939393939394,31,,0,0,33,60:00
451,0,L,20,23,86.95652173913044,020214,0,0,83.33333333333334,5,6,87.87878787878788,29,100.0,4,4,33,59:20
452,0,W,30,31,96.7741935483871,020214,0,0,80.0,4,5,94.44444444444444,34,,0,0,36,59:08
453,0,L,15,17,88.23529411764706,020215,0,0,100.0,3,3,90.0,18,,0,0,20,57:58
454,0,W,29,30,96.66666666666667,020215,0,0,100.0,7,7,97.2972972972973,36,,0,0,37,60:00
455,0,W,23,25,92.0,020216,0,0,88.88888888888889,8,9,91.17647058823529,31,,0,0,34,60:00
456,0,L,18,22,81.81818181818183,020216,0,0,100.0,7,7,84.375,27,66.66666666666666,2,3,32,58:22
457,0,L,24,26,92.3076923076923,020217,0,0,85.71428571428571,6,7,90.9090909090909,30,,0,0,33,56:25
458,0,W,24,24,100.0,020217,0,0,75.0,3,4,96.42857142857143,27,,0,0,28,60:00
459,0,W,29,32,90.625,020218,0,0,,0,0,90.9090909090909,30,100.0,1,1,33,54:57
460,0,,3,3,100.0,020218,0,0,100.0,3,3,100.0,6,,0,0,6,5:03
461,0,L,16,20,80.0,020218,0,0,100.0,2,2,81.81818181818183,18,,0,0,22,27:35
462,0,,15,16,93.75,020218,0,0,50.0,1,2,89.47368421052632,17,100.0,1,1,19,30:15
463,0,W,38,40,95.0,020219,0,0,100.0,2,2,95.23809523809523,40,,0,0,42,65:00
464,0,L,26,27,96.29629629629629,020219,0,0,50.0,1,2,93.33333333333333,28,100.0,1,1,30,65:00
465,0,L,22,26,84.61538461538461,020220,0,0,87.5,7,8,85.71428571428571,30,100.0,1,1,35,60:00
466,0,W,22,23,95.65217391304348,020220,0,0,88.88888888888889,8,9,94.28571428571428,33,100.0,3,3,35,60:00
467,0,L,14,16,87.5,020221,0,0,0.0,0,1,84.21052631578947,16,100.0,2,2,19,59:45
468,0,W,34,34,100.0,020221,0,0,75.0,3,4,97.43589743589743,38,100.0,1,1,39,59:54
469,1,W,25,26,96.15384615384616,020222,0,0,100.0,5,5,96.7741935483871,30,,0,0,31,60:00
470,0,L,22,24,91.66666666666666,020222,0,0,50.0,1,2,88.46153846153845,23,,0,0,26,59:29
471,0,L,17,21,80.95238095238095,020223,0,0,,0,0,81.81818181818183,18,100.0,1,1,22,58:43
472,0,W,20,22,90.9090909090909,020223,0,0,75.0,3,4,88.46153846153845,23,,0,0,26,60:00
473,0,W,38,38,100.0,020224,0,0,0.0,0,1,97.61904761904762,41,100.0,3,3,42,60:00
474,0,L,13,14,92.85714285714286,020224,0,0,87.5,7,8,90.9090909090909,20,,0,0,22,59:03
475,0,W,23,23,100.0,020225,0,0,0.0,0,1,96.0,24,100.0,1,1,25,59:46
476,0,L,27,29,93.10344827586206,020225,0,0,75.0,3,4,90.9090909090909,30,,0,0,33,59:36
477,0,W,32,32,100.0,020226,0,0,80.0,4,5,94.87179487179486,37,50.0,1,2,39,59:57
478,0,L,19,22,86.36363636363636,020226,0,0,100.0,2,2,87.5,21,,0,0,24,57:14
479,0,,11,14,78.57142857142857,020227,0,0,60.0,3,5,73.68421052631578,14,,0,0,19,34:53
480,0,L,7,9,77.77777777777779,020227,0,0,100.0,2,2,78.57142857142857,11,66.66666666666666,2,3,14,25:07
481,0,W,18,21,85.71428571428571,020227,0,0,71.42857142857143,5,7,82.14285714285714,23,,0,0,28,60:00
482,0,W,23,24,95.83333333333334,020228,0,0,100.0,2,2,96.29629629629629,26,100.0,1,1,27,60:00
483,0,L,28,30,93.33333333333333,020228,0,0,50.0,1,2,90.625,29,,0,0,32,58:16
484,0,W,16,16,100.0,020229,0,0,,0,0,100.0,16,,0,0,16,34:23
485,0,L,24,29,82.75862068965517,020229,0,0,100.0,2,2,83.87096774193549,26,,0,0,31,61:01
486,0,,12,13,92.3076923076923,020229,0,0,66.66666666666666,2,3,77.77777777777779,14,0.0,0,2,18,26:38
487,0,L,21,27,77.77777777777779,020230,0,0,100.0,3,3,80.64516129032258,25,100.0,1,1,31,61:30
488,0,W,3,3,100.0,020230,0,0,100.0,1,1,100.0,5,100.0,1,1,5,21:38
489,0,,20,24,83.33333333333334,020230,0,0,100.0,6,6,84.375,27,50.0,1,2,32,39:39
490,0,L,36,39,92.3076923076923,020231,0,0,33.33333333333333,1,3,88.09523809523809,37,,0,0,42,56:55
491,0,W,24,27,88.88888888888889,020231,0,0,100.0,3,3,90.0,27,,0,0,30,60:00
492,0,L,15,18,83.33333333333334,020232,0,0,100.0,5,5,88.46153846153845,23,100.0,3,3,26,59:10
493,0,W,26,28,92.85714285714286,020232,0,0,100.0,9,9,94.5945945945946,35,,0,0,37,59:59
494,0,L,25,28,89.28571428571429,020233,0,0,80.0,4,5,88.23529411764706,30,100.0,1,1,34,58:03
495,0,W,33,36,91.66666666666666,020233,0,0,100.0,1,1,92.10526315789474,35,100.0,1,1,38,60:00
496,0,W,27,30,90.0,020234,0,0,100.0,6,6,91.66666666666666,33,,0,0,36,60:00
497,0,L,15,19,78.94736842105263,020234,0,0,100.0,1,1,81.81818181818183,18,100.0,2,2,22,58:06
498,0,W,22,23,95.65217391304348,020235,0,0,100.0,4,4,96.42857142857143,27,100.0,1,1,28,60:00
499,0,L,18,19,94.73684210526315,020235,0,0,75.0,3,4,91.30434782608695,21,,0,0,23,58:29
500,0,W,31,32,96.875,020236,0,0,100.0,5,5,97.43589743589743,38,100.0,2,2,39,60:00
